"ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","site_id"
"SNTL","1967","MT","Spur Park","","1966-October","2100-January","  46.78","-110.62","   8100","Judith Basin","Cleveland Creek (100401030301)","SNTL:781"
"SNTL","1967","MT","Taylor Peaks","","1966-October","1990-October","  45.02","-111.45","   8500","Madison","Upper Taylor Creek (100200080107)","SNTL:256"
"SNTL","1967","MT","West Yellowstone","","1966-October","2100-January","  44.66","-111.09","   6700","Gallatin","Lower South Fork Madison River (100200070205)","SNTL:924"
"SNTL","1967","MT","White Mill","","1966-October","2100-January","  45.05","-109.91","   8700","Park","Broadwater Creek-Clarks Fork Yellowstone River (100700060101)","SNTL:862"
"SNTL","1967","WY","Timber Creek","","1967-August","2100-January","  44.03","-109.18","   7950","Park","Rose Creek-Greybull River (100800090109)","SNTL:819"
"SNTL","1966","AZ","Baker Butte","","1965-October","2100-January","  34.46","-111.41","   7300","Gila","Pine Creek (150602030206)","SNTL:308"
"SNTL","1966","MT","Black Pine","","1965-October","2100-January","  46.41","-113.43","   7210","Granite","Marshall Creek (170102020203)","SNTL:349"
"SNTL","1966","MT","BRIDGER BOWL","","1965-October","1997-October","  45.80","-110.92","   7250","Gallatin","Upper Bridger Creek (100200080801)","SNTL:252"
"SNTL","1966","MT","Combination","","1965-October","2100-January","  46.47","-113.39","   5600","Granite","Upper South Fork Lower Middle Creek (170102020401)","SNTL:410"
"SNTL","1966","MT","Peterson Meadows","","1965-October","2100-January","  46.13","-113.31","   7200","Granite","Silver Lake (170102020101)","SNTL:930"
"SNTL","1965","MT","Shower Falls","","1964-October","2100-January","  45.40","-110.96","   8100","Gallatin","Upper Hyalite Creek (100200081001)","SNTL:754"
"SNTL","1964","MT","Lick Creek","","1963-October","2100-January","  45.50","-110.97","   6860","Gallatin","Upper Hyalite Creek (100200081001)","SNTL:578"
"SNTL","1964","WY","Elkhart Park G.S.","","1963-October","2100-January","  43.01","-109.76","   9400","Sublette","Lower Pine Creek (140401020203)","SNTL:468"
"SNTL","1964","WY","Kelley R.S.","","1963-October","2100-January","  42.27","-110.81","   8180","Lincoln","West Fork Hams Fork (140401070602)","SNTL:554"
"SNTL","1964","WY","Warren Peak","","1963-October","2000-October","  44.40","-104.43","   6520","Crook","Sundance Creek (101202030103)","SNTL:851"
"SNTL","1963","AZ","Mormon Mountain","","1963-January","2100-January","  34.94","-111.52","   7500","Coconino","Mormon Lake (150200150201)","SNTL:640"
"SNTL","1963","CO","Berthoud Summit","","1963-September","2100-January","  39.80","-105.78","  11300","Grand","Upper Fraser River (140100010202)","SNTL:335"
"SNTL","1963","WY","Big Sandy Opening","","1963-March","2100-January","  42.65","-109.26","   9080","Sublette","Black Joe Creek-Big Sandy River (140401040101)","SNTL:342"
"SNTL","1963","WY","Brooklyn Lake","","1962-October","2100-January","  41.36","-106.23","  10240","Albany","North Fork Little Laramie River (101800100603)","SNTL:367"
"SNTL","1963","WY","Lewis Lake Divide","","1963-September","2100-January","  44.21","-110.67","   7850","Teton","Lower Lewis River (170401010204)","SNTL:577"
"SNTL","1962","WY","Casper Mtn.","","1962-January","2100-January","  42.73","-106.32","   7900","Natrona","Elkhorn Creek (101800070305)","SNTL:389"
"SNTL","1962","WY","Grassy Lake","","1962-September","2100-January","  44.13","-110.83","   7265","Teton","Calf Creek-Fall River (170402030203)","SNTL:499"
"SNTL","1962","WY","North French Creek","","1962-September","2100-January","  41.33","-106.38","  10130","Carbon","French Creek (101800020203)","SNTL:668"
"SNTL","1962","WY","Old Battle","","1962-September","2100-January","  41.15","-106.97","  10000","Carbon","Cow Creek (101800020602)","SNTL:673"
"SNTL","1961","MT","Cole Creek","","1960-October","2100-January","  45.19","-109.35","   7850","Carbon","Skunk Creek-Clarks Fork Yellowstone Creek (100700060801)","SNTL:407"
"SNTL","1961","MT","Lakeview Ridge","","1960-October","2100-January","  44.59","-111.82","   7400","Beaverhead","Odell Creek (100200010105)","SNTL:568"
"SNTL","1961","MT","Maynard Creek","","1960-October","2003-October","  45.82","-110.90","   6210","Gallatin","Upper Bridger Creek (100200080801)","SNTL:254"
"SNTL","1961","MT","Moss Peak","","1961-April","2100-January","  47.68","-113.96","   6780","Lake","Polson (170102080404)","SNTL:646"
"SNTL","1961","MT","Noisy Basin","","1961-April","2100-January","  48.16","-113.95","   6040","Flathead","Flathead River-Rose Creek (170102080108)","SNTL:664"
"SNTL","1961","MT","North Fork Jocko","","1961-April","2100-January","  47.27","-113.76","   6330","Missoula","Middle Fork Jocko River (170102120702)","SNTL:667"
"SNTL","1961","MT","Pike Creek","","1960-October","2100-January","  48.30","-113.33","   5930","Pondera","Upper South Fork Two Medicine River (100302010103)","SNTL:693"
"SNTL","1961","WY","Canyon","","1960-October","2100-January","  44.72","-110.51","   7870","Park","Cascade Creek-Yellowstone River (100700010503)","SNTL:384"
"SNTL","1961","WY","Snider Basin","","1961-January","2100-January","  42.49","-110.53","   8060","Sublette","Upper South Piney Creek (140401010807)","SNTL:765"
"SNTL","1961","WY","Togwotee Pass","","1960-October","2100-January","  43.75","-110.06","   9580","Teton","Brooks Lake Creek-Wind River (100800010104)","SNTL:822"
"SNTL","1960","WY","Salt River Summit","","1959-October","2100-January","  42.51","-110.91","   7760","Lincoln","Cedar Creek-Salt River (170401050105)","SNTL:730"
"SNTL","1957","AZ","Hannagan Meadows","","1956-October","2100-January","  33.65","-109.31","   9020","Greenlee","Upper Beaver Creek (150601010107)","SNTL:511"
"SNTL","1954","AZ","Heber","","1953-October","2100-January","  34.31","-110.75","   7640","Coconino","West Fork Black Canyon (150200100201)","SNTL:519"
"SNTL","1954","AZ","Maverick Fork","","1953-October","2100-January","  33.92","-109.46","   9200","Apache","Upper West Fork Black River (150601010104)","SNTL:617"
"SNTL","1950","AZ","Baldy","","1949-November","2100-January","  33.98","-109.50","   9125","Apache","Hall Creek-Little Colorado River (150200010203)","SNTL:310"
"SNTL","1950","WY","Powder River Pass","","1949-October","2100-January","  44.16","-107.13","   9480","Johnson","Upper Canyon Creek (100800080405)","SNTL:703"
"SNTL","1939","AZ","Workman Creek","","1938-December","2100-January","  33.81","-110.92","   6900","Gila","Workman Creek (150601030802)","SNTL:877"
"SNTL","1938","MT","Northeast Entrance","","1937-October","2100-January","  45.01","-110.01","   7350","Yellowstone National Park","Upper Soda Butte Creek (100700010702)","SNTL:670"
