"ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","site_id"
"SNTL","1986","CO","Stump Lakes","","1985-October","2100-January","  37.48","-107.63","  11200","San Juan","Virginia Gulch-Florida River (140801040702)","SNTL:797"
"SNTL","1986","CO","Trapper Lake","","1985-October","2100-January","  40.00","-107.24","   9700","Garfield","Headwaters North Fork White River (140500050101)","SNTL:827"
"SNTL","1986","CO","Upper Rio Grande","","1985-October","2100-January","  37.72","-107.26","   9400","Hinsdale","Rio Grande Reservoir (130100010106)","SNTL:839"
"SNTL","1986","CO","Vallecito","","1985-October","2100-January","  37.49","-107.51","  10880","La Plata","Indian Creek-Los Pinos River (140801011105)","SNTL:843"
"SNTL","1986","CO","Wolf Creek Summit","","1985-October","2100-January","  37.48","-106.80","  11000","Mineral","Wolf Creek (140801010203)","SNTL:874"
"SNTL","1986","ID","Brundage Reservoir","","1985-October","2100-January","  45.04","-116.13","   6250","Adams","Upper Goose Creek (170602100104)","SNTL:370"
"SNTL","1986","ID","Soldier R.S.","","1985-October","2100-January","  43.48","-114.83","   5740","Camas","Upper Soldier Creek (170402200303)","SNTL:769"
"SNTL","1986","MT","Short Creek","","1985-October","2100-January","  44.98","-111.95","   7000","Madison","Lazyman Creek-Ruby River (100200030106)","SNTL:753"
"SNTL","1986","UT","Brighton","","1986-September","2100-January","  40.60","-111.58","   8766","Salt Lake","Headwaters Big Cottonwood Canyon (160202040201)","SNTL:366"
"SNTL","1986","UT","Camp Jackson","","1985-October","2100-January","  37.81","-109.49","   8858","San Juan","Johnson Creek (140802010301)","SNTL:383"
"SNTL","1986","UT","Donkey Reservoir","","1985-October","2100-January","  38.21","-111.47","   9799","Wayne","Donkey Creek-Fremont River (140700030305)","SNTL:452"
"SNTL","1986","UT","East Willow Creek","","1986-August","2100-January","  39.31","-109.53","   8302","Grand","Tenmmile Canyon (140600060205)","SNTL:461"
"SNTL","1986","UT","Little Grassy","","1985-October","2100-January","  37.49","-113.85","   6065","Washington","Little Pine Creek (160300061302)","SNTL:583"
"SNTL","1986","UT","Long Valley Jct","","1986-June","2100-January","  37.49","-112.51","   7465","Kane","Headwaters East Fork Virgin River (150100080201)","SNTL:593"
"SNTL","1986","WA","Quartz Peak","","1985-October","2100-January","  47.88","-117.09","   4700","Spokane","Upper Deadman Creek (170103080302)","SNTL:707"
"SNTL","1986","WY","Battle Mountain","","1985-October","2100-January","  41.05","-107.27","   7440","Carbon","Lower Battle Creek (140500030110)","SNTL:317"
"SNTL","1986","WY","Whiskey Park","","1985-October","2100-January","  41.00","-106.91","   8950","Carbon","Little Snake River-Whiskey Creek (140500030101)","SNTL:859"
"SNTL","1985","CO","Bison Lake","","1985-September","2100-January","  39.76","-107.36","  10880","Garfield","Headwaters Deep Creek (140100011401)","SNTL:345"
"SNTL","1985","CO","Hagerman Tunnel","","1985-September","1991-October","  39.25","-106.50","  11150","Pitkin","Headwaters Fryingpan River (140100040501)","SNTL:248"
"SNTL","1985","CO","North Lost Trail","","1984-October","2100-January","  39.08","-107.14","   9200","Gunnison","Yule Creek-Crystal River (140100040703)","SNTL:669"
"SNTL","1985","CO","Schofield Pass","","1984-October","2100-January","  39.02","-107.05","  10700","Gunnison","South Fork Crystal River (140100040701)","SNTL:737"
"SNTL","1985","UT","Hewinta","","1985-September","2100-January","  40.95","-110.48","   9500","Summit","West Fork Smiths Fork (140401070203)","SNTL:521"
"SNTL","1985","UT","Hickerson Park","","1985-September","2100-January","  40.91","-109.96","   9122","Daggett","Horseshoe Canyon-Green River (140401060501)","SNTL:522"
"SNTL","1985","UT","Hole-in-Rock","","1985-September","2100-January","  40.92","-110.19","   9168","Summit","Lower Upper Marsh Creek (140401060205)","SNTL:528"
"SNTL","1985","UT","Pine Creek","","1985-February","2100-January","  38.88","-112.25","   8734","Millard","Pine Creek (160300051307)","SNTL:694"
"SNTL","1985","WY","East Rim Divide","","1984-October","2100-January","  43.13","-110.20","   7930","Sublette","Fisherman Creek (170401030303)","SNTL:460"
"SNTL","1985","WY","Hams Fork","","1984-October","2100-January","  42.15","-110.68","   7840","Lincoln","West Beaver Creek-Hams Fork (140401070603)","SNTL:509"
"SNTL","1985","WY","Kendall R.S.","","1984-October","2100-January","  43.25","-110.02","   7740","Sublette","Lime Creek-Green River (140401010202)","SNTL:555"
"SNTL","1985","WY","New Fork Lake","","1984-October","2100-January","  43.11","-109.95","   8340","Sublette","Marsh Creek-New Fork River (140401020101)","SNTL:661"
"SNTL","1985","WY","Sandstone RS","","1984-October","2100-January","  41.11","-107.17","   8150","Carbon","Little Sandstone Creek (140500030409)","SNTL:732"
"SNTL","1985","WY","South Pass","","1984-October","2100-January","  42.57","-108.84","   9040","Fremont","Headwaters Little Popo Agie River (100800030101)","SNTL:775"
"SNTL","1985","WY","Triple Peak","","1984-October","2100-January","  42.76","-110.59","   8500","Sublette","Upper South Cottonwood Creek (140401010601)","SNTL:831"
"SNTL","1984","AK","Monahan Flat","","1983-October","2100-January","  63.31","-147.65","   2710","Matanuska-susitna","West Fork Susitna River (190205010304)","SNTL:1094"
"SNTL","1984","AK","Point Mackenzie","","1983-October","2015-August","  61.39","-150.03","    250","Matanuska-susitna","Horseshoe Creek-Little Susitna River (190205051209)","SNTL:1002"
"SNTL","1984","AK","Upper Chena","","1983-October","2100-January","  65.10","-144.93","   2850","Fairbanks North Star","Headwaters Middle Fork Chena River (190405060102)","SNTL:952"
"SNTL","1984","AZ","Buck Spring","","1984-June","1997-October","  34.11","-109.85","   7400","Apache","Billy Creek (150200050101)","SNTL:372"
"SNTL","1984","AZ","Wildcat","","1983-October","2100-January","  33.76","-109.48","   7850","Greenlee","Centerfire Creek (150601010109)","SNTL:866"
"SNTL","1984","CA","Adin Mtn","","1983-October","2100-January","  41.24","-120.79","   6190","Modoc","Cottonwood Creek (180200021403)","SNTL:301"
"SNTL","1984","CA","Spratt Creek","","1983-October","2100-January","  38.67","-119.82","   6063","Alpine","Hot Springs Creek (160502010107)","SNTL:778"
"SNTL","1984","ID","Cool Creek","","1983-October","2100-January","  46.76","-115.30","   6280","Clearwater","Cold Springs Creek-North Fork Clearwater River (170603070702)","SNTL:411"
"SNTL","1984","ID","Crater Meadows","","1983-October","2100-January","  46.56","-115.29","   5960","Clearwater","Middle Weitas Creek (170603070502)","SNTL:425"
"SNTL","1984","NV","Big Meadow","","1983-October","2100-January","  39.45","-119.94","   8235","Washoe","Hunter Creek-Truckee River (160501020505)","SNTL:340"
"SNTL","1984","NV","Diamond Peak","","1983-October","2100-January","  39.56","-115.84","   8017","Eureka","Torre Creek-Slough Creek-Frontal Diamond Valley (160600051503)","SNTL:443"
"SNTL","1984","NV","Draw Creek","","1983-October","2100-January","  41.66","-115.32","   7285","Elko","Upper T Creek (160401010403)","SNTL:454"
"SNTL","1984","WA","Sasse Ridge","","1983-October","2100-January","  47.38","-121.06","   4340","Kittitas","Upper Cle Elum River (170300010104)","SNTL:734"
"SNTL","1984","WA","Spirit Lake","","1983-October","2100-January","  46.26","-122.18","   3520","Skamania","Headwaters North Fork Toutle River (170800050502)","SNTL:777"
"SNTL","1984","WY","St. Lawrence Alt","","1983-October","2100-January","  43.03","-109.17","   8620","Fremont","Saint Lawrence Creek (100800020106)","SNTL:786"
"SNTL","1983","AK","Grandview","","1982-October","2100-January","  60.61","-149.06","   1100","Kenai Peninsula","Headwaters Trail Creek (190203021001)","SNTL:956"
"SNTL","1983","AK","Kenai Moose Pens","","1982-October","2100-January","  60.73","-150.48","    300","Kenai Peninsula","Upper Moose River (190203021601)","SNTL:966"
"SNTL","1983","AK","KODIAK","","1982-October","1986-October","  57.75","-152.48","     19","Kodiak Island","Chiniak Bay (190207011506)","SNTL:201"
"SNTL","1983","AK","Sagwon","","1982-October","2100-January","  69.42","-148.69","   1000","North Slope","190604010905 (190604010905)","SNTL:1183"
"SNTL","1983","ID","Elk Butte","","1982-October","2100-January","  46.84","-116.12","   5690","Clearwater","Upper Elk Creek (170603080701)","SNTL:466"
"SNTL","1983","ID","Hemlock Butte","","1982-October","2100-January","  46.48","-115.63","   5810","Clearwater","French Creek (170603070601)","SNTL:520"
"SNTL","1983","ID","Lolo Pass","","1982-October","2100-January","  46.63","-114.58","   5240","Idaho","West Fork Lolo Creek (170102051401)","SNTL:588"
"SNTL","1983","ID","Savage Pass","","1982-October","2100-January","  46.47","-114.63","   6170","Idaho","Lower Colt Killed Creek (170603030208)","SNTL:735"
"SNTL","1983","ID","Shanghi Summit","","1982-October","2100-January","  46.57","-115.74","   4570","Clearwater","Upper Orogrande Creek (170603070602)","SNTL:747"
"SNTL","1983","MT","Dupuyer Creek","","1982-October","2100-January","  48.06","-112.76","   5750","Teton","Upper Dupuyer Creek (100302010501)","SNTL:458"
"SNTL","1983","UT","Lakefork Basin","","1982-October","2100-January","  40.74","-110.62","  10885","Duchesne","Ottoson Creek-Lake Fork Creek (140600030601)","SNTL:513"
"SNTL","1982","AK","Atigun Pass","","1981-October","2100-January","  68.13","-149.48","   4800","North Slope","Chandalar Shelf (190403010102)","SNTL:957"
"SNTL","1982","AK","Cooper Lake","","1981-October","2100-January","  60.39","-149.69","   1200","Kenai Peninsula","Kenai Lake (190203021205)","SNTL:959"
"SNTL","1982","AK","Fairbanks F.O.","","1981-October","2100-January","  64.85","-147.80","    450","Fairbanks North Star","Chena River (190405060907)","SNTL:1174"
"SNTL","1982","AK","Turnagain Pass","","1981-October","2100-January","  60.78","-149.18","   1880","Kenai Peninsula","Granite Creek (190203020406)","SNTL:954"
"SNTL","1982","CO","Cathedral Bluffs","","1981-October","1989-October","  39.88","-108.60","   8500","Rio Blanco","Corral Gulch (140500060302)","SNTL:247"
"SNTL","1982","CO","Naval Oilshale","","1981-October","1991-September","  39.60","-107.95","   8800","Garfield","East Middle Fork Parachute Creek (140100050801)","SNTL:249"
"SNTL","1982","CO","W Fork Parachute","","1981-October","1989-October","  39.63","-108.22","   7800","Garfield","West Fork Parachute Creek (140100050802)","SNTL:250"
"SNTL","1982","NV","Hole-in-Mountain","","1981-October","2100-January","  40.94","-115.10","   8163","Elko","Winchell Creek-The Slough (160600071602)","SNTL:527"
"SNTL","1982","NV","Jacks Peak","","1981-October","2100-January","  41.51","-116.01","   8424","Elko","Upper Harrington Creek (170501050201)","SNTL:549"
"SNTL","1982","WA","Green Lake","","1981-October","2100-January","  46.55","-121.17","   5920","Yakima","Headwaters North Fork Ahtnum Creek (170300030101)","SNTL:502"
"SNTL","1981","AK","Anchor River Divide","","1980-October","2100-January","  59.86","-151.32","   1653","Kenai Peninsula","Headwaters Anchor River (190203010701)","SNTL:1062"
"SNTL","1981","AK","Bettles Field","","1980-October","2100-January","  66.92","-151.53","    640","Yukon-koyukuk","Jack White Creek-Koyukuk River (190406012604)","SNTL:1182"
"SNTL","1981","AK","Imnaviat Creek","","1980-October","2100-January","  68.62","-149.30","   3050","North Slope","Headwaters Toolik River (190604010702)","SNTL:968"
"SNTL","1981","AK","Little Chena Ridge","","1980-October","2100-January","  65.12","-146.73","   2000","Fairbanks North Star","190405060706-Little Chena River (190405060706)","SNTL:947"
"SNTL","1981","AK","Mt. Ryan","","1980-October","2100-January","  65.25","-146.15","   2800","Fairbanks North Star","Headwaters West Fork Chena River (190405060404)","SNTL:948"
"SNTL","1981","AK","Teuchet Creek","","1980-October","2100-January","  64.95","-145.52","   1640","Fairbanks North Star","Teuchet Creek (190405060301)","SNTL:951"
"SNTL","1981","CA","Blue Lakes","","1980-October","2100-January","  38.61","-119.92","   8067","Alpine","Deer Creek (180400120101)","SNTL:356"
"SNTL","1981","CA","Css Lab","","1980-October","2100-January","  39.33","-120.37","   6894","Nevada","Rattlesnake Creek-South Yuba River (180201250602)","SNTL:428"
"SNTL","1981","CA","Echo Peak","","1980-October","2100-January","  38.85","-120.08","   7653","El Dorado","Upper Truckee River-Frontal Lake Tahoe (160501010303)","SNTL:463"
"SNTL","1981","CA","Independence Creek","","1980-October","2100-January","  39.49","-120.28","   6436","Sierra","Independence Creek (160501020102)","SNTL:540"
"SNTL","1981","CA","Leavitt Meadows","","1980-October","2100-January","  38.30","-119.55","   7198","Mono","Leavitt Creek-West Walker River (160503020104)","SNTL:575"
"SNTL","1981","CA","Poison Flat","","1980-October","2100-January","  38.51","-119.63","   7736","Alpine","Bryant Creek-East Fork Carson River (160502010102)","SNTL:697"
"SNTL","1981","CA","Rubicon #2","","1980-October","2100-January","  39.00","-120.13","   7619","El Dorado","General Creek-Frontal Lake Tahoe (160501010402)","SNTL:724"
"SNTL","1981","CA","Tahoe City Cross","","1980-October","2100-January","  39.17","-120.15","   6797","Placer","Burton Creek-Frontal Lake Tahoe (160501010101)","SNTL:809"
"SNTL","1981","CA","Truckee #2","","1980-October","2100-January","  39.30","-120.18","   6509","Placer","Martis Creek (160501020204)","SNTL:834"
"SNTL","1981","NV","Berry Creek","","1980-October","2100-January","  39.32","-114.62","   9377","White Pine","Berry Creek (160600081301)","SNTL:334"
"SNTL","1981","NV","Big Creek Sum","","1980-October","2100-January","  39.29","-117.12","   8685","Lander","Big Creek (160401070303)","SNTL:337"
"SNTL","1981","NV","Buckskin Lower","","1980-October","2100-January","  41.75","-117.53","   6930","Humboldt","Cabin Creek-Martin Creek (160401090502)","SNTL:373"
"SNTL","1981","NV","Disaster Peak","","1980-October","2100-January","  41.97","-118.19","   6260","Humboldt","Sage Creek (160402010201)","SNTL:445"
"SNTL","1981","NV","Fawn Creek","","1980-October","2100-January","  41.82","-116.10","   7031","Elko","Fawn Creek-Owyhee River (170501040304)","SNTL:476"
"SNTL","1981","NV","Granite Peak","","1980-October","2100-January","  41.67","-117.57","   8503","Humboldt","Indian Creek (160401090601)","SNTL:498"
"SNTL","1981","NV","Green Mountain","","1980-October","2100-January","  40.38","-115.53","   8185","Elko","Corral Creek (160401030401)","SNTL:503"
"SNTL","1981","NV","Lamance Creek","","1980-October","2100-January","  41.52","-117.63","   6395","Humboldt","Lamance Creek-Big Cottonwood Creek (160401090603)","SNTL:569"
"SNTL","1981","NV","Lamoille #3","","1980-October","2100-January","  40.64","-115.38","   8051","Elko","Thomas Creek-Lamoille Creek (160401010607)","SNTL:570"
"SNTL","1981","NV","Mt Rose Ski Area","","1980-October","2100-January","  39.32","-119.89","   8801","Washoe","Hidden Valley-Steamboat Creek (160501020304)","SNTL:652"
"SNTL","1981","NV","Taylor Canyon","","1980-October","2100-January","  41.23","-116.03","   6325","Elko","Upper Taylors Canyon Creek (170501050105)","SNTL:811"
"SNTL","1981","NV","Ward Mountain","","1980-October","2100-January","  39.13","-114.96","   9200","White Pine","Holt Creek (150100110105)","SNTL:849"
"SNTL","1981","OR","Aneroid Lake #2","","1980-October","2100-January","  45.21","-117.19","   7400","Wallowa","West Fork Wallowa River-Wallowa River (170601050101)","SNTL:302"
"SNTL","1981","OR","Hyatt Prairie","","1980-October","1990-October","  42.18","-122.47","   4900","Jackson","Keene Creek (180102060405)","SNTL:259"
"SNTL","1981","OR","Railroad Overpass","","1980-October","2100-January","  43.66","-122.21","   2680","Lane","Middle Salt Creek (170900010302)","SNTL:710"
"SNTL","1981","OR","Schneider Meadows","","1980-October","2100-January","  45.00","-117.17","   5400","Baker","Clear Creek (170502010603)","SNTL:736"
"SNTL","1981","WA","June Lake","","1980-October","2100-January","  46.15","-122.15","   3440","Skamania","Swift Creek (170800020304)","SNTL:553"
"SNTL","1981","WA","Mirror Lake","","1981-September","1988-October","  48.15","-120.65","   5600","Chelan","Lower Railroad Creek (170200090204)","SNTL:262"
"SNTL","1981","WA","Plains Of Abraham","","1980-December","1988-October","  46.22","-122.15","   4400","Skamania","Upper Muddy River (170800020201)","SNTL:263"
"SNTL","1981","WA","Potato Hill","","1980-October","2100-January","  46.35","-121.51","   4510","Yakima","Muddy Fork Cispus River (170800040303)","SNTL:702"
"SNTL","1981","WA","Sheep Canyon","","1980-October","2100-January","  46.19","-122.25","   3990","Cowlitz","Headwaters South Fork Toutle River (170800050601)","SNTL:748"
"SNTL","1981","WA","Spencer Meadow","","1980-October","2100-January","  46.18","-121.93","   3400","Skamania","Cussed Hollow-Lewis River (170800020108)","SNTL:776"
"SNTL","1981","WA","Strawberry Landing","","1980-December","1989-October","  46.33","-122.05","   4800","Skamania","Headwaters Green River (170800050401)","SNTL:264"
"SNTL","1981","WY","Cold Springs","","1980-October","2100-January","  43.28","-109.45","   9630","Fremont","Dry Creek (100800010602)","SNTL:405"
"SNTL","1981","WY","Cottonwood Creek","","1980-October","2100-January","  42.65","-110.81","   7670","Lincoln","Cottonwood Creek (170401050107)","SNTL:419"
"SNTL","1981","WY","Trout Ck","","1980-October","1987-August","  44.58","-109.45","   8400","Park","Trout Creek (100800120304)","SNTL:269"
"SNTL","1980","AK","Monument Creek","","1979-October","2100-January","  65.08","-145.87","   1850","Fairbanks North Star","Monument Creek (190405060402)","SNTL:949"
"SNTL","1980","AK","Munson Ridge","","1979-October","2100-January","  64.85","-146.21","   3100","Fairbanks North Star","Rock Creek-Chena River (190405060602)","SNTL:950"
"SNTL","1980","AZ","Promontory","","1979-October","2100-January","  34.37","-111.01","   7930","Coconino","Upper Willow Creek (150200080306)","SNTL:705"
"SNTL","1980","CA","Dismal Swamp","","1979-October","2100-January","  41.99","-120.18","   7360","Modoc","Dismal Creek-Deep Creek (171200070304)","SNTL:446"
"SNTL","1980","CA","Fallen Leaf","","1979-October","2100-January","  38.93","-120.05","   6242","El Dorado","Fallen Leaf Lake-Frontal Lake Tahoe (160501010401)","SNTL:473"
"SNTL","1980","CA","Squaw Valley G.C.","","1979-October","2100-January","  39.19","-120.27","   8013","Placer","Squaw Creek-Truckee River (160501020202)","SNTL:784"
"SNTL","1980","CA","Ward Creek #3","","1979-October","2100-January","  39.14","-120.22","   6745","Placer","Ward Creek-Frontal Lake Tahoe (160501010403)","SNTL:848"
"SNTL","1980","CO","Apishapa","","1979-October","2100-January","  37.33","-105.07","  10000","Huerfano","Middle Creek-Cucharas River (110200060406)","SNTL:303"
"SNTL","1980","CO","Bear Lake","","1979-October","2100-January","  40.31","-105.64","   9500","Larimer","Glacier Creek (101900060201)","SNTL:322"
"SNTL","1980","CO","Beartown","","1979-October","2100-January","  37.71","-107.51","  11600","Mineral","Bear Creek-Rio Grande (130100010104)","SNTL:327"
"SNTL","1980","CO","Brumley","","1979-October","2100-January","  39.09","-106.54","  10600","Lake","North Fork Lake Creek (110200010101)","SNTL:369"
"SNTL","1980","CO","Butte","","1979-October","2100-January","  38.89","-106.95","  10160","Gunnison","Washington Gulch-Slate River (140200010206)","SNTL:380"
"SNTL","1980","CO","Copeland Lake","","1979-October","2100-January","  40.21","-105.57","   8600","Boulder","Headwaters North Saint Vrain Creek (101900050202)","SNTL:412"
"SNTL","1980","CO","Cumbres Trestle","","1979-October","2100-January","  37.02","-106.45","  10040","Conejos","Wolf Creek (130201020203)","SNTL:431"
"SNTL","1980","CO","Dry Lake","","1979-October","2100-January","  40.53","-106.78","   8400","Routt","City of Steamboat Springs-Yampa River (140500010409)","SNTL:457"
"SNTL","1980","CO","Fremont Pass","","1979-October","2100-January","  39.38","-106.20","  11400","Summit","Upper Tenmile Creek (140100020301)","SNTL:485"
"SNTL","1980","CO","Grizzly Peak","","1979-October","2100-January","  39.65","-105.87","  11100","Summit","North Fork Snake River (140100020201)","SNTL:505"
"SNTL","1980","CO","Hoosier Pass","","1979-October","2100-January","  39.36","-106.06","  11400","Summit","Headwaters Blue River (140100020101)","SNTL:531"
"SNTL","1980","CO","Idarado","","1979-October","2100-January","  37.93","-107.68","   9800","Ouray","Red Mountain Creek (140200060201)","SNTL:538"
"SNTL","1980","CO","Independence Pass","","1979-October","2100-January","  39.08","-106.61","  10600","Pitkin","Lincoln Creek (140100040101)","SNTL:542"
"SNTL","1980","CO","Kiln","","1979-October","2100-January","  39.32","-106.61","   9600","Pitkin","Deeds Creek-Fryingpan River (140100040504)","SNTL:556"
"SNTL","1980","CO","Lily Pond","","1979-October","2100-January","  37.38","-106.55","  11000","Conejos","Headwaters Alamosa River (130100020302)","SNTL:580"
"SNTL","1980","CO","Lizard Head Pass","","1979-October","2100-January","  37.80","-107.92","  10200","Dolores","Headwaters Dolores River (140300020201)","SNTL:586"
"SNTL","1980","CO","Lone Cone","","1979-October","2100-January","  37.89","-108.20","   9600","San Miguel","Headwaters Beaver Creek (140300030302)","SNTL:589"
"SNTL","1980","CO","Lynx Pass","","1979-October","2100-January","  40.08","-106.67","   8880","Routt","Headwaters Rock Creek (140100011001)","SNTL:607"
"SNTL","1980","CO","Mc Clure Pass","","1979-October","2100-January","  39.13","-107.29","   9500","Pitkin","Lee Creek (140200040203)","SNTL:618"
"SNTL","1980","CO","Middle Creek","","1979-October","2100-January","  37.62","-107.03","  11250","Mineral","Headwaters Red Mountain Creek (130100010501)","SNTL:624"
"SNTL","1980","CO","Niwot","","1979-October","2100-January","  40.04","-105.54","   9910","Boulder","North Boulder Creek (101900050401)","SNTL:663"
"SNTL","1980","CO","Park Cone","","1979-October","2100-January","  38.82","-106.59","   9600","Gunnison","Taylor Park Reservoir (140200010107)","SNTL:680"
"SNTL","1980","CO","Phantom Valley","","1979-October","2100-January","  40.40","-105.85","   9030","Grand","Headwaters Colorado River (140100010302)","SNTL:688"
"SNTL","1980","CO","Red Mountain Pass","","1979-October","2100-January","  37.89","-107.71","  11200","San Juan","Mineral Creek (140801040103)","SNTL:713"
"SNTL","1980","CO","Roach","","1979-October","2100-January","  40.88","-106.05","   9700","Larimer","La Garde Creek (101800100107)","SNTL:718"
"SNTL","1980","CO","Slumgullion","","1979-October","2100-January","  37.99","-107.20","  11560","Hinsdale","Headwaters Cebolla Creek (140200020502)","SNTL:762"
"SNTL","1980","CO","Summit Ranch","","1979-October","2100-January","  39.72","-106.16","   9400","Summit","Rock Creek-Blue River (140100020502)","SNTL:802"
"SNTL","1980","CO","Whiskey Ck","","1979-October","2100-January","  37.21","-105.12","  10220","Las Animas","North Fork Purgatoire River (110200100102)","SNTL:857"
"SNTL","1980","CO","Willow Park","","1979-October","2100-January","  40.43","-105.73","  10700","Larimer","Fall River (101900060204)","SNTL:870"
"SNTL","1980","ID","Banner Summit","","1979-October","2100-January","  44.30","-115.23","   7040","Boise","Canyon Creek (170501200202)","SNTL:312"
"SNTL","1980","ID","Bear Basin","","1979-October","2100-January","  44.95","-116.14","   5350","Adams","Upper Goose Creek (170602100104)","SNTL:319"
"SNTL","1980","ID","Bear Canyon","","1979-October","2100-January","  43.74","-113.94","   7900","Custer","Upper Star Hope Creek (170402180101)","SNTL:320"
"SNTL","1980","ID","Bear Mountain","","1979-October","2100-January","  48.31","-116.07","   5400","Bonner","Middle Lightning Creek (170102131202)","SNTL:323"
"SNTL","1980","ID","Bear Saddle","","1979-October","2100-January","  44.61","-116.98","   6180","Washington","Upper Mann Creek (170501241001)","SNTL:324"
"SNTL","1980","ID","Bennett Mountain","","1980-August","1988-October","  43.27","-115.43","   6560","Elmore","Little Camas Creek (170501130804)","SNTL:251"
"SNTL","1980","ID","Big Creek Summit","","1979-October","2100-January","  44.63","-115.79","   6580","Valley","Curtis Creek (170602080402)","SNTL:338"
"SNTL","1980","ID","Bostetter R.S.","","1979-October","2100-January","  42.16","-114.19","   7500","Cassia","Upper Big Cottonwood Creek (170402120201)","SNTL:359"
"SNTL","1980","ID","Crab Creek","","1979-October","2100-January","  44.44","-111.99","   6860","Clark","Upper Camas Creek (170402140108)","SNTL:424"
